Window,Renyi Entropy10,Renyi Entropy50,Renyi Entropy100,Renyi Entropy200,Renyi Entropy500
1080,0.918250634,,,,
1090,1.620089364,,,,
1100,0.876588167,1.04349297,0.951306758,,
1110,1.052684156,,,,
1120,0.40205807,,,,
1130,1.629882014,,,,
1140,0.642508989,,,,
1150,0.876588167,1.074551976,,,
1160,0.876588167,,,,
1170,0.638039089,,,,
1180,0.638039089,,,,
1190,1.51232691,,,,
1200,1.566336142,1.163242609,1.124025789,1.036503185,
1210,0.720104596,,,,
1220,1.147686213,,,,
1230,1.147686213,,,,
1240,0.876588167,,,,
1250,0.876588167,1.194158498,,,
1260,1.147686213,,,,
1270,1.566336142,,,,
1280,0.910063488,,,,
1290,0.910063488,,,,
1300,0.642508989,1.045397977,1.125080648,,
1310,0.876588167,,,,
1320,0.40205807,,,,
1330,0.910063488,,,,
1340,2.050062385,,,,
1350,0.91963341,1.379670304,,,
1360,0.638039089,,,,
1370,0.918250634,,,,
1380,0.638039089,,,,
1390,1.147686213,,,,
1400,1.629882014,1.469494149,1.429811974,1.2732513,
1410,0.642508989,,,,
1420,1.396818165,,,,
1430,1.396818165,,,,
1440,1.620089364,,,,
1450,1.396818165,1.55277122,,,
1460,0,,,,
1470,0.638039089,,,,
1480,0.918250634,,,,
1490,1.629882014,,,,
1500,1.219580361,0.920960097,1.213602614,,1.165011224
1510,1.242574941,,,,
1520,1.219580361,,,,
1530,0.910063488,,,,
1540,0.918250634,,,,
1550,1.40205807,1.397985305,,,
1560,1.147686213,,,,
1570,0,,,,
1580,1.566336142,,,,
1590,1.620089364,,,,
1600,1.396818165,1.32315557,1.361122363,1.28625683,
1610,0,,,,
1620,0.40205807,,,,
1630,0.918250634,,,,
1640,1.396818165,,,,
1650,0.918250634,0.920703885,,,
1660,0.876588167,,,,
1670,0.876588167,,,,
1680,0.918250634,,,,
1690,0.40205807,,,,
1700,0.40205807,0.920960097,0.921165733,,
1710,0.40205807,,,,
1720,1.219580361,,,,
1730,0.918250634,,,,
1740,0.910063488,,,,
1750,0.642508989,1.171703669,,,
1760,0.918250634,,,,
1770,1.219580361,,,,
1780,0.638039089,,,,
1790,0.876588167,,,,
1800,0.638039089,0.858937752,1.012928865,0.966722485,
1810,0.642508989,,,,
1820,0.40205807,,,,
1830,0.638039089,,,,
1840,0.91963341,,,,
1850,1,0.74916241,,,
1860,1.620089364,,,,
1870,0.918250634,,,,
1880,1.242574941,,,,
1890,1.147686213,,,,
1900,0.918250634,1.323207145,1.013650135,,
1910,0.876588167,,,,
1920,0.876588167,,,,
1930,0.876588167,,,,
1940,0.876588167,,,,
1950,0.642508989,0.855349455,,,
1960,1.40205807,,,,
1970,0.642508989,,,,
1980,0.876588167,,,,
1990,1.396818165,,,,
2000,0.638039089,1.045350229,0.950555433,0.982270932,1.045611774
2010,0.642508989,,,,
2020,0.642508989,,,,
2030,0.91963341,,,,
2040,1.620089364,,,,
2050,1.620089364,1.045555087,,,
2060,0.918250634,,,,
2070,0.40205807,,,,
2080,0,,,,
2090,0,,,,
2100,0,1.024293342,1.444702338,,
2110,0,,,,
2120,0,,,,
2130,0.876588167,,,,
2140,0,,,,
2150,0.40205807,0.230513708,,,
2160,0.876588167,,,,
2170,0.876588167,,,,
2180,0.876588167,,,,
2190,0.876588167,,,,
2200,0.40205807,0.785060714,0.493779952,0.915737549,
2210,1,,,,
2220,0.638039089,,,,
2230,0.876588167,,,,
2240,0.876588167,,,,
2250,0.918250634,1.039772258,,,
2260,1.396818165,,,,
2270,0.40205807,,,,
2280,0.876588167,,,,
2290,0.876588167,,,,
2300,0.40205807,0.91924127,0.981152851,,
2310,1.396818165,,,,
2320,0.876588167,,,,
2330,0.517315666,,,,
2340,1.440209192,,,,
2350,2.321928095,1.528838086,,,
2360,0.876588167,,,,
2370,0.876588167,,,,
2380,1,,,,
2390,2.050062385,,,,
2400,1.566336142,1.394305,1.465210529,1.204554938,
2410,0.638039089,,,,
2420,0.638039089,,,,
2430,1.620089364,,,,
2440,1.440209192,,,,
2450,1.396818165,1.286290016,,,
2460,1.440209192,,,,
2470,0.918250634,,,,
2480,1.396818165,,,,
2490,0.40205807,,,,
2500,0.876588167,1.912788716,,,1.224267419
2510,1.396818165,,,,
2520,0.876588167,,,,
2530,1,,,,
2540,0.91963341,,,,
2550,0.40205807,1.62134807,2.113979328,,
2560,1.396818165,,,,
2570,0,,,,
2580,0.40205807,,,,
2590,1.396818165,,,,
