Window,Renyi Entropy
1,2.099708134
2,2.257672208
3,1.249825809
4,1.144724207
5,1.266917556
6,1.036503185
7,1.2732513
8,1.28625683
9,0.966722485
10,0.982270932
11,0.915737549
12,1.204554938
