Window,Renyi Entropy
50,0.4611527769303401
100,1.2159431904958553
150,0.8160946507295552
200,2.468453125797334
250,2.4053980151952
300,1.6201389075002681
350,1.7941099191526113
400,2.222054595020823
450,0.9294318106430444
500,1.5718024260411443
550,1.1111051452582807
600,0.929435029535208
650,1.4524446022847786
700,0.6182148314493356
750,1.4686357041123834
800,0.7153545890661563
850,1.7179758172479733
900,1.0482392337329967
950,0.7153957573596472
1000,1.1765480794710033
1050,0.7662885311420001
1100,0.9294404400500088
1150,0.9553581098262001
1200,1.047912400418084
1250,1.0782408179002971
1300,0.9294458185916369
1350,1.2442385771914315
1400,1.3159459176038695
1450,1.3904922321447228
1500,0.8188506270701384
1550,1.2447669739290081
1600,1.1765483850576963
1650,0.8188503684120632
1700,0.8188506270701384
1750,1.0481702268670468
1800,0.7662766455787873
1850,0.6660689374544547
1900,1.1765483878476906
1950,0.766232193442901
2000,0.9294458138431886
2050,0.9294458512829585
2100,0.9288519073554623
2150,0.20491618979631346
2200,0.7148882272224326
2250,0.9294117663329106
2300,0.8188476540402305
2350,1.3694656504431817
2400,1.2447324423628747
2450,1.144163381789535
2500,1.7839574808921252
2550,1.4676459768342625
