Window,Renyi Entropy
10,-0.0
20,-0.0
30,-0.0
40,0.8160946507295552
50,2.0
60,0.8160946507295552
70,0.8186941914925548
80,1.0
90,0.6498018680909726
100,0.8160946507295552
110,0.8160946507295552
120,0.8160946507295552
130,0.8160946507295552
140,0.8160946507295552
150,0.8160946507295552
160,2.0
170,1.4598787111053293
180,2.3576196310958193
190,1.584962500721156
200,1.1107983315992163
210,1.3576196310958195
220,-0.0
230,1.3576196310958195
240,1.4598787111053293
250,1.1083524332672856
260,1.1107983315992163
270,1.2996037361819452
280,0.8969044057405539
290,1.4598787111053293
300,0.8186941914925548
310,0.9258695859479152
320,1.4517012099858526
330,1.46849590965675
340,1.4683400536172697
350,0.3576978829095993
360,1.921829365744175
370,1.1888054807214095
380,1.648573060843013
390,1.4683400536172697
400,0.8188452309061298
410,1.3576196310958195
420,1.111077480993415
430,1.4683400536172697
440,-0.0
450,1.110128053562691
460,0.6498018680909726
470,1.4517012099858526
480,1.0
490,1.3576196310958195
500,0.9421851713545806
510,1.46849590965675
520,1.111077480993415
530,0.8160946507295552
540,1.3576196310958195
550,-0.0
560,0.8160946507295552
570,0.8160946507295552
580,0.8188452309061298
590,-0.0
600,0.8160946507295552
610,0.8160946507295552
620,0.8160946507295552
630,1.3576196310958195
640,1.4683400536172697
650,1.3576196310958195
660,-0.0
670,0.35769773033478575
680,0.8188452309061298
690,2.321928094887362
700,0.35769773033478575
710,1.094761897174921
720,1.094761897174921
730,1.110128053562691
740,1.111077480993415
750,0.8188452309061298
760,0.8160946507295552
770,0.16889232600408205
780,1.0
790,1.094761897174921
800,0.5717144641037337
810,0.8160946507295552
820,0.8160946507295552
830,1.4598787111053293
840,0.8188452309061298
850,1.3576196310958195
860,0.8188452309061298
870,0.8160946507295552
880,1.3576196310958195
890,0.8188452309061298
900,0.8160946507295552
910,0.35769773033478575
920,1.3576196310958195
930,0.35769773033478575
940,0.8188452309061298
950,0.8188452309061298
960,0.8160946507295552
970,1.4683400536172697
980,1.4683400536172697
990,0.8188452309061298
1000,1.3576196310958195
1010,0.35769773033478575
1020,0.8188452309061298
1030,1.094761897174921
