Window,Renyi Entropy10,Renyi Entropy50,Renyi Entropy100,Renyi Entropy200,Renyi Entropy500
2300,0.721928095,1.515336213,1.785445212,,
2310,1.521928095,,,,
2320,0.970950594,,,,
2330,0.811278124,,,,
2340,1.836591668,,,,
2350,2.321928095,2.407301504,,,
2360,0.970950594,,,,
2370,0.970950594,,,,
2380,1,,,,
2390,2.246439345,,,,
2400,1.846439345,2.253338821,2.502927435,2.487865608,
2410,0.881290899,,,,
2420,0.881290899,,,,
2430,1.921928095,,,,
2440,1.836591668,,,,
2450,1.521928095,2.254132487,,,
2460,1.836591668,,,,
2470,1.370950594,,,,
2480,1.521928095,,,,
2490,0.721928095,,,,
2500,0.970950594,2.354534212,3.017108168,,2.685110872
2510,1.521928095,,,,
2520,0.970950594,,,,
2530,1,,,,
2540,1.570950594,,,,
2550,0.721928095,2.322471478,,,
2560,1.521928095,,,,
2570,0,,,,
2580,0.721928095,,,,
2590,1.521928095,,,,
