SIPS,Stdevpack,Stdevbyte,NbFlow,NbIntFlow,Class
41,0.45074802,112.7157014,41,0.516129032,1
41,0.45074802,96.72874739,41,0.516129032,1
41,0.279828251,83.3079677,41,0.516129032,1
13,0.497493719,316.0156632,26,1,0
41,0.353369392,71.3774464,41,0.516129032,1
13,0.979795897,345.673465,26,1,0
12,0.650261106,307.5654051,24,1,0
41,0.45074802,98.22561576,41,0.516129032,1
41,0.45074802,101.7200101,41,0.516129032,1
12,0.812386792,326.9071096,25,1,0
41,0.541945084,117.662461,41,0.516129032,1
40,0,0,40,0.5,1
41,0.326189491,49.71196955,41,0.516129032,1
41,0.45074802,109.7150837,41,0.516129032,1
13,0.6,354.2438108,26,1,0
41,0.279828251,86.32154997,41,0.516129032,1
41,0.45074802,100.222131,41,0.516129032,1
41,0.45074802,103.2182911,41,0.516129032,1
41,0.45074802,106.2159905,41,0.516129032,1
41,0.45074802,97.22765266,41,0.516129032,1
13,0.695970545,345.5922308,26,1,0
41,0.45074802,119.7215856,41,0.516129032,1
12,0.763257315,344.2423545,24,1,0
41,0.45074802,102.7188205,41,0.516129032,1
12,0.324442842,267.2336274,25,1,0
41,0.45074802,120.7228877,41,0.516129032,1
41,0.353369392,89.25188549,41,0.516129032,1
11,0.54550697,347.9539802,22,1,0
41,0.279828251,70.50954725,41,0.516129032,1
13,0.589491306,319.6365035,26,1,0
41,0.582657802,113.4362028,41,0.516129032,1
41,0.45074802,101.7200101,41,0.516129032,1
13,0.947364766,326.0426199,26,1,0
41,0.45074802,113.2159218,41,0.516129032,1
13,0.433012702,338.1736943,26,1,0
41,0.279828251,77.65954173,41,0.516129032,1
12,0.446593757,357.4358823,25,1,0
41,0.45074802,96.72874739,41,0.516129032,1
12,0.488085184,342.8720516,25,1,0
41,0.465232423,101.8217414,41,0.516129032,1
13,0.806225775,338.860885,26,1,0
10,0.695970545,323.5967286,21,1,0
12,0.653140718,314.9732258,25,1,0
41,0.45074802,111.2152388,41,0.516129032,1
41,0.45074802,119.7215856,41,0.516129032,1
41,0.279828251,85.94481477,41,0.516129032,1
13,0.805838073,331.4184581,26,1,0
12,0.666666667,289.4378158,24,1,0
41,0.45074802,104.7169566,41,0.516129032,1
41,0,0,41,0.5,1
41,0.279828251,72.26512782,41,0.516129032,1
41,0.45074802,108.7151573,41,0.516129032,1
41,0.125971769,54.67174773,41,0.516129032,1
41,0.279828251,86.32154997,41,0.516129032,1
13,0.706664701,329.1579019,26,1,0
12,0.574745518,334.587566,25,1,0
41,0.279828251,84.06129769,41,0.516129032,1
41,0.125971769,50.89259466,41,0.516129032,1
41,0.541945084,112.7113623,41,0.516129032,1
41,0.45074802,105.7162725,41,0.516129032,1
41,0.45074802,105.7162725,41,0.516129032,1
13,0.703118056,352.1632966,26,1,0
13,0.695970545,325.2686572,26,1,0
13,0.536190265,288.3644569,26,1,0
13,0.670820393,331.6514548,26,1,0
13,0.619979838,337.050204,26,1,0
41,0.45074802,115.217123,41,0.516129032,1
41,0.45074802,108.2152488,41,0.516129032,1
41,0.125971769,49.38093343,41,0.516129032,1
12,0.740591962,319.6497694,25,1,0
41,0.279828251,87.82859217,41,0.516129032,1
41,0.45074802,104.2173597,41,0.516129032,1
12,0.694258208,287.9005676,25,1,0
12,0.590788008,306.5727083,25,1,0
41,0.45074802,100.7213783,41,0.516129032,1
41,0.125971769,55.93146542,41,0.516129032,1
41,0.45074802,111.7153595,41,0.516129032,1
12,0.861616081,319.494307,25,1,0
41,0.45074802,113.7161746,41,0.516129032,1
41,0.125971769,46.86149806,41,0.516129032,1
13,0.631961233,321.8205051,26,1,0
13,0.698212002,305.8382089,26,1,0
12,0.708574317,352.1160617,25,1,0
13,0.768114575,326.4491691,26,1,0
41,0.125971769,51.1445382,41,0.516129032,1
12,0.748035284,335.8053741,25,1,0
12,0.566859453,328.2939742,25,1,0
12,0.586670969,344.0386632,25,1,0
41,0.279828251,76.90664402,41,0.516129032,1
12,0.778876241,315.4466121,25,1,0
13,0.691013748,312.5075959,26,1,0
41,0.45074802,117.7193129,41,0.516129032,1
12,0.794949335,322.2939611,24,1,0
41,0.125971769,51.39648174,41,0.516129032,1
12,0.595119036,325.6837383,24,1,0
12,0.517442667,310.6796152,24,1,0
41,0.45074802,121.2235789,41,0.516129032,1
40,0,0,40,0.5,1
41,0.125971769,52.15231235,41,0.516129032,1
13,0.677772086,304.2921951,26,1,0
12,0.740591962,348.182873,25,1,0
12,0.590788008,331.7471921,25,1,0
41,0.125971769,47.61732867,41,0.516129032,1
13,0.630476011,331.3700009,26,1,0
41,0.279828251,78.03601186,41,0.516129032,1
41,0.353369392,76.20605214,41,0.516129032,1
13,0.556776436,339.5717744,26,1,0
41,0.279828251,73.14306289,41,0.516129032,1
41,0.125971769,50.13676405,41,0.516129032,1
41,0.45074802,114.2164593,41,0.516129032,1
40,0,0,40,0.5,1
42,0.443871022,109.4986756,42,0.515625,1
41,0.45074802,105.2165944,41,0.516129032,1
12,0.671280332,318.1286088,24,1,0
41,0.125971769,54.41980419,41,0.516129032,1
41,0.279828251,73.64478155,41,0.516129032,1
13,0.805838073,337.7027678,26,1,0
41,0.45074802,111.2152388,41,0.516129032,1
13,0.494342998,290.6871815,26,1,0
41,0.279828251,74.64830652,41,0.516129032,1
41,0.45074802,120.7228877,41,0.516129032,1
41,0.176684696,45.99592797,41,0.516129032,1
13,0.668954408,337.0491656,26,1,0
12,0.775758051,308.0214685,25,1,0
13,0.647591692,311.7898291,26,1,0
13,0.536190265,357.332828,26,1,0
41,0.45074802,119.7215856,41,0.516129032,1
41,0.45074802,115.217123,41,0.516129032,1
13,0.774193128,334.2874661,26,1,0
12,0.593711272,317.9474087,25,1,0
11,0.903664206,334.3943047,22,1,0
41,0.125971769,50.89259466,41,0.516129032,1
12,0.629932063,326.7068879,25,1,0
41,0.45074802,107.2155434,41,0.516129032,1
11,0.771463356,351.4810779,22,1,0
13,0.805838073,348.6086407,26,1,0
41,0.45074802,107.7153773,41,0.516129032,1
41,0.125971769,52.40425589,41,0.516129032,1
41,0.279828251,79.54202941,41,0.516129032,1
12,0.482376389,315.5165586,25,1,0
40,0,0,40,0.5,1
41,0.389775677,77.52724505,41,0.516129032,1
13,0.556776436,300.8463894,26,1,0
41,0.45074802,118.2198388,41,0.516129032,1
41,0.45074802,111.2152388,41,0.516129032,1
13,0.357071421,347.110277,26,1,0
11,0.696009386,342.0456575,22,1,0
12,0.674013078,325.1261422,25,1,0
11,0.691020007,324.3242176,22,1,0
41,0.45074802,116.2179095,41,0.516129032,1
12,0.653140718,347.8767821,25,1,0
12,0.726483157,309.2770979,24,1,0
41,0.45074802,119.7215856,41,0.516129032,1
12,0.766327357,317.0322443,25,1,0
12,0.5,313.0939309,25,1,0
12,0.674013078,324.986209,25,1,0
13,0.519013487,301.1716952,26,1,0
41,0.279828251,76.53021684,41,0.516129032,1
40,0,0,40,0.5,1
41,0.45074802,111.7153595,41,0.516129032,1
12,0.786397516,333.5857941,25,1,0
41,0.45074802,105.7162725,41,0.516129032,1
13,0.556776436,342.4990867,26,1,0
41,0.45074802,117.7193129,41,0.516129032,1
41,0.279828251,84.43797944,41,0.516129032,1
13,0.726291952,305.3787556,26,1,0
13,0.68510948,308.1299239,26,1,0
12,0.464829519,326.4645629,25,1,0
13,0.494342998,351.2742198,26,1,0
41,0.279828251,88.95897668,41,0.516129032,1
13,0.4,333.0572764,26,1,0
42,0.443871022,114.4238241,42,0.515625,1
41,0.279828251,80.29511773,41,0.516129032,1
13,0.737817728,343.9098274,26,1,0
12,0.687184271,342.9338111,24,1,0
13,0.607762289,301.1231102,26,1,0
12,0.694258208,298.851334,25,1,0
13,0.668954408,342.1906778,26,1,0
13,0.720676765,326.3204321,26,1,0
41,0.279828251,85.94481477,41,0.516129032,1
41,0.45074802,118.7203931,41,0.516129032,1
41,0.353369392,88.87840406,41,0.516129032,1
13,0.748331477,319.7601982,26,1,0
13,0.62249498,307.4476541,26,1,0
41,0.45074802,102.2193933,41,0.516129032,1
41,0.45074802,99.22377719,41,0.516129032,1
12,0.831479419,320.1423427,24,1,0
12,0.598351645,315.5436666,24,1,0
41,0.45074802,101.7200101,41,0.516129032,1
13,0.569539287,301.3871669,26,1,0
13,0.578251675,340.5900615,26,1,0
41,0.45074802,96.72874739,41,0.516129032,1
40,0,0,40,0.5,1
41,0.45074802,106.2159905,41,0.516129032,1
41,0.45074802,107.7153773,41,0.516129032,1
41,0.45074802,117.7193129,41,0.516129032,1
41,0.45074802,101.7200101,41,0.516129032,1
41,0.45074802,113.7161746,41,0.516129032,1
13,0.591079521,295.3993864,26,1,0
12,0.590788008,322.7539478,25,1,0
12,0.670407326,334.3913322,25,1,0
41,0.45074802,105.2165944,41,0.516129032,1
13,0.827269605,332.1861216,26,1,0
12,0.574745518,345.5452674,25,1,0
41,0.125971769,47.86927221,41,0.516129032,1
41,0.45074802,101.345502,41,0.516129032,1
40,0,0,40,0.5,1
41,0.45074802,110.2151004,41,0.516129032,1
41,0.45074802,103.2182911,41,0.516129032,1
13,0.578251675,306.4857909,26,1,0
12,0.56859693,308.9081978,24,1,0
13,0.578251675,317.6433968,26,1,0
41,0.45074802,109.2151025,41,0.516129032,1
12,0.464829519,298.1819287,25,1,0
13,0.630476011,341.5138348,26,1,0
41,0.279828251,76.90664402,41,0.516129032,1
41,0.279828251,70.88570955,41,0.516129032,1
12,0.590788008,333.6624059,25,1,0
12,0.493006649,336.1096361,24,1,0
11,0.558823529,347.0229044,22,1,0
41,0.45074802,118.7203931,41,0.516129032,1
13,0.770957197,344.673903,26,1,0
12,0.482376389,331.1471677,25,1,0
12,0.482376389,334.1362547,25,1,0
13,0.589491306,335.9197365,26,1,0
41,0.125971769,45.09789329,41,0.516129032,1
13,0.62249498,347.0543905,26,1,0
12,0.636494033,325.3994743,25,1,0
41,0.176684696,46.24511674,41,0.516129032,1
41,0.326189491,53.53318867,41,0.516129032,1
41,0.45074802,119.7215856,41,0.516129032,1
41,0.45074802,96.72874739,41,0.516129032,1
13,0.663324958,331.4799353,26,1,0
41,0.45074802,98.22561576,41,0.516129032,1
12,0.812386792,346.3042041,25,1,0
41,0.45074802,111.7153595,41,0.516129032,1
41,0.279828251,76.90664402,41,0.516129032,1
41,0.45074802,102.2193933,41,0.516129032,1
13,0.741619849,337.7878439,26,1,0
12,0.407682457,331.3111742,25,1,0
41,0.45074802,120.7228877,41,0.516129032,1
41,0.45074802,110.2151004,41,0.516129032,1
41,0.279828251,75.5264837,41,0.516129032,1
13,0.737817728,321.9369659,26,1,0
41,0.176684696,56.10775691,41,0.516129032,1
41,0.45074802,97.72660904,41,0.516129032,1
41,0.45074802,96.72874739,41,0.516129032,1
12,0.625519175,315.4936641,25,1,0
41,0.353369392,78.06600905,41,0.516129032,1
41,0.279828251,79.54202941,41,0.516129032,1
41,0.279828251,80.29511773,41,0.516129032,1
12,0.670407326,338.9250738,25,1,0
41,0.279828251,79.16550486,41,0.516129032,1
13,0.821203385,305.948999,26,1,0
41,0.279828251,76.1538044,41,0.516129032,1
41,0.279828251,80.29511773,41,0.516129032,1
13,0.748331477,298.2258163,26,1,0
12,0.602970486,348.1160416,25,1,0
41,0.45074802,115.7175011,41,0.516129032,1
12,0.666666667,333.5007496,24,1,0
12,0.751028102,308.1988333,24,1,0
13,0.666614581,333.7796279,26,1,0
41,0.45074802,111.9654325,41,0.516129032,1
12,0.497222201,322.4145574,25,1,0
12,0.586670969,340.4112726,25,1,0
12,0.557621582,302.9487457,25,1,0
41,0.279828251,85.94481477,41,0.516129032,1
13,0.787003812,323.4053561,26,1,0
12,0.744787984,327.3270874,25,1,0
13,0.631961233,333.456935,26,1,0
41,0.45074802,96.72874739,41,0.516129032,1
12,0.840870806,318.6898963,25,1,0
41,0.45074802,96.72874739,41,0.516129032,1
12,0.635949788,303.5819095,25,1,0
13,0.663324958,330.3494967,26,1,0
41,0.45074802,116.2179095,41,0.516129032,1
41,0.125971769,47.11344159,41,0.516129032,1
41,0.45074802,96.72874739,41,0.516129032,1
13,0.741198354,330.7146419,26,1,0
41,0.45074802,100.7213783,41,0.516129032,1
12,0.678110459,331.6710826,25,1,0
41,0.45074802,109.7150837,41,0.516129032,1
41,0.45074802,113.2159218,41,0.516129032,1
41,0.279828251,85.19137573,41,0.516129032,1
41,0.45074802,108.7151573,41,0.516129032,1
41,0.45074802,96.72874739,41,0.516129032,1
41,0.45074802,99.72293042,41,0.516129032,1
41,0.45074802,109.7150837,41,0.516129032,1
41,0.45074802,105.2165944,41,0.516129032,1
12,0.505509808,353.6545619,25,1,0
13,0.698212002,302.6234418,26,1,0
13,0.653834842,312.3429916,26,1,0
13,0.630476011,324.4965947,26,1,0
13,0.357071421,355.0960433,26,1,0
40,0,0,40,0.5,1
13,0.591607978,289.0800397,26,1,0
12,0.832870242,330.300484,24,1,0
41,0.45074802,117.7193129,41,0.516129032,1
12,0.678620893,333.0391542,25,1,0
13,0.489897949,322.6650343,26,1,0
13,0.653834842,301.964169,26,1,0
13,0.703118056,300.737958,26,1,0
12,0.775758051,311.9412645,25,1,0
41,0.45074802,113.2159218,41,0.516129032,1
13,0.591607978,326.5010107,26,1,0
41,0.45074802,120.7228877,41,0.516129032,1
12,0.657342198,261.0656388,24,1,0
41,0.45074802,105.7162725,41,0.516129032,1
40,0,0,40,0.5,1
12,0.487498022,321.9934569,24,1,0
41,0.45074802,108.2152488,41,0.516129032,1
13,0.631961233,317.3470143,26,1,0
12,0.407682457,331.143303,25,1,0
41,0.279828251,78.91449587,41,0.516129032,1
12,0.713083203,319.6609737,24,1,0
12,0.447903208,350.2675917,24,1,0
41,0.530054088,112.6361819,41,0.516129032,1
41,0.45074802,115.7175011,41,0.516129032,1
41,0.45074802,104.7169566,41,0.516129032,1
41,0.45074802,103.2182911,41,0.516129032,1
41,0.45074802,121.7242965,41,0.516129032,1
11,0.493031018,261.3393371,22,1,0
41,0.125971769,44.84594975,41,0.516129032,1
11,0.539126552,273.3387191,22,1,0
42,0,23.31568343,42,0.515625,1
12,0.653140718,310.2553367,25,1,0
13,0.484122918,335.2355552,26,1,0
42,0.275549876,83.13292813,42,0.515625,1
12,0.674013078,334.2994826,25,1,0
12,0.539954856,315.4133813,25,1,0
11,0.644379479,312.2129533,22,1,0
41,0.279828251,82.93131977,41,0.516129032,1
41,0.45074802,113.2159218,41,0.516129032,1
12,0.557621582,344.5343087,25,1,0
41,0.279828251,79.16550486,41,0.516129032,1
41,0.45074802,107.2155434,41,0.516129032,1
41,0.372367625,75.63875239,41,0.516129032,1
12,0.558326423,310.3674482,24,1,0
12,0.453518104,342.2170748,25,1,0
41,0.45074802,98.72467206,41,0.516129032,1
11,0.530228129,348.4318019,22,1,0
41,0.279828251,74.64830652,41,0.516129032,1
41,0.45074802,97.22765266,41,0.516129032,1
41,0.279828251,73.51934911,41,0.516129032,1
41,0.45074802,106.2159905,41,0.516129032,1
41,0.45074802,107.2155434,41,0.516129032,1
11,0.815613213,318.0973565,22,1,0
12,0.590788008,317.6270352,25,1,0
12,0.800363491,309.1871761,25,1,0
41,0.45074802,98.22561576,41,0.516129032,1
13,0.263391344,349.4053869,26,1,0
13,0.536190265,347.8537327,26,1,0
12,0.678620893,330.7279682,25,1,0
41,0.389775677,71.75197916,41,0.516129032,1
13,0.509901951,351.4574796,26,1,0
40,0,0,40,0.5,1
12,0.550119604,336.9275097,25,1,0
12,0.593711272,322.8843272,25,1,0
13,0.614410286,271.9614127,26,1,0
41,0.45074802,118.7203931,41,0.516129032,1
12,0.546963413,340.8913168,25,1,0
41,0.279828251,71.63808951,41,0.516129032,1
41,0.45074802,106.0910573,41,0.516129032,1
13,0.734846923,335.3640559,26,1,0
41,0.45074802,97.72660904,41,0.516129032,1
13,0.668954408,335.109414,26,1,0
41,0.45074802,111.2152388,41,0.516129032,1
41,0.45074802,102.7188205,41,0.516129032,1
41,0.45074802,97.72660904,41,0.516129032,1
41,0.45074802,105.7162725,41,0.516129032,1
42,0.347985273,76.49676866,42,0.515625,1
12,0.812386792,341.4562234,25,1,0
12,0.674013078,329.2929175,25,1,0
41,0.45074802,114.2164593,41,0.516129032,1
13,0.62249498,350.643479,26,1,0
13,0.589491306,321.3958424,26,1,0
41,0.45074802,98.22561576,41,0.516129032,1
41,0.553110587,115.7448484,41,0.516129032,1
13,0.705336799,351.124337,26,1,0
41,0.279828251,82.93131977,41,0.516129032,1
41,0.353369392,84.39970589,41,0.516129032,1
41,0.45074802,98.22561576,41,0.516129032,1
41,0.45074802,111.7153595,41,0.516129032,1
41,0.45074802,118.2198388,41,0.516129032,1
11,0.813489217,342.2731916,22,1,0
13,0.589491306,316.1033365,26,1,0
41,0.125971769,53.41203004,41,0.516129032,1
41,0.125971769,52.15231235,41,0.516129032,1
13,0.497493719,322.0572892,26,1,0
11,0.691020007,326.2902204,22,1,0
41,0.353369392,76.20605214,41,0.516129032,1
41,0.125971769,49.63287697,41,0.516129032,1
41,0.125971769,48.37315928,41,0.516129032,1
11,0.492152957,339.4981387,22,1,0
42,0.347985273,75.39808415,42,0.515625,1
41,0.279828251,86.57271249,41,0.516129032,1
41,0.279828251,76.1538044,41,0.516129032,1
41,0.279828251,82.17805882,41,0.516129032,1
11,0.694142572,343.7823454,22,1,0
41,0.125971769,47.11344159,41,0.516129032,1
12,0.614348291,268.4210539,25,1,0
41,0.279828251,75.02465776,41,0.516129032,1
13,0.714142843,309.7529974,26,1,0
41,0.45074802,113.7161746,41,0.516129032,1
12,0.160072698,358.061571,25,1,0
40,0,0,40,0.5,1
41,0.45074802,119.2209755,41,0.516129032,1
12,0.686622616,321.7666835,24,1,0
13,0.583095189,333.5533231,26,1,0
13,0.583095189,298.9807017,26,1,0
12,0.223296878,363.0727169,25,1,0
41,0.45074802,103.7178043,41,0.516129032,1
12,0.482376389,328.6292188,25,1,0
13,0.58683473,287.2305651,26,1,0
13,0.802729718,336.6569879,26,1,0
12,0.714414314,344.8059603,25,1,0
12,0.684934889,317.0227956,24,1,0
41,0.353369392,75.09078792,41,0.516129032,1
40,0,0,40,0.5,1
41,0.45074802,117.2188158,41,0.516129032,1
12,0.557621582,333.2018637,25,1,0
12,0.676576849,335.5994523,25,1,0
42,0.124019593,52.08822894,42,0.515625,1
13,0.536190265,352.1605023,26,1,0
41,0.45074802,121.2235789,41,0.516129032,1
41,0.45074802,114.2164593,41,0.516129032,1
41,0.45074802,108.7151573,41,0.516129032,1
12,0.653140718,348.0973502,25,1,0
41,0.45074802,106.2159905,41,0.516129032,1
41,0.125971769,53.41203004,41,0.516129032,1
42,0.443871022,116.394731,42,0.515625,1
13,0.754569414,316.1062321,26,1,0
41,0.45074802,103.2182911,41,0.516129032,1
13,0.823103882,312.090768,26,1,0
41,0.45074802,101.2206716,41,0.516129032,1
41,0.279828251,82.17805882,41,0.516129032,1
13,0.770957197,305.8418341,26,1,0
12,0.670407326,329.7198477,25,1,0
41,0.45074802,117.2188158,41,0.516129032,1
41,0.45074802,98.72467206,41,0.516129032,1
40,0,0,40,0.5,1
41,0.45074802,98.72467206,41,0.516129032,1
11,0.787005186,329.7593872,22,1,0
12,0.748035284,335.2195006,25,1,0
41,0.45074802,110.7151523,41,0.516129032,1
40,0,0,40,0.5,1
41,0.279828251,85.94481477,41,0.516129032,1
41,0.45074802,114.7167756,41,0.516129032,1
41,0.279828251,81.80144612,41,0.516129032,1
41,0.530054088,100.7667999,41,0.516129032,1
41,0.45074802,100.222131,41,0.516129032,1
41,0.45074802,100.7213783,41,0.516129032,1
12,0.666666667,318.206358,24,1,0
12,0.789912159,321.5966874,25,1,0
12,0.598351645,312.3663603,24,1,0
13,0.8,316.8015931,26,1,0
12,0.557621582,345.7822127,25,1,0
41,0.45074802,103.7178043,41,0.516129032,1
12,0.791663629,323.2413145,25,1,0
41,0.45074802,103.7178043,41,0.516129032,1
13,0.591607978,317.6756119,26,1,0
41,0.45074802,114.7167756,41,0.516129032,1
11,0.54550697,341.869666,22,1,0
13,0.802729718,309.0692064,26,1,0
11,0.665512265,310.4387898,22,1,0
13,0.741619849,331.8803239,26,1,0
41,0.279828251,84.43797944,41,0.516129032,1
12,0.493006649,337.8926648,24,1,0
13,0.476969601,348.2815528,26,1,0
13,0.632455532,284.9292719,26,1,0
13,0.572276157,327.5001899,26,1,0
12,0.725951908,295.7535717,24,1,0
41,0.279828251,82.17805882,41,0.516129032,1
13,0.583095189,324.8060614,26,1,0
12,0.598351645,326.3423407,24,1,0
41,0.45074802,98.22561576,41,0.516129032,1
12,0.453518104,339.4491627,25,1,0
41,0.279828251,80.29511773,41,0.516129032,1
12,0.61378441,309.8832369,25,1,0
12,0.748035284,331.8926346,25,1,0
42,0.443871022,119.8448827,42,0.515625,1
41,0.45074802,115.7175011,41,0.516129032,1
12,0.364642275,344.3738869,25,1,0
41,0.45074802,104.2173597,41,0.516129032,1
41,0.125971769,44.59400621,41,0.516129032,1
12,0.711458249,317.5404064,24,1,0
12,0.659996642,338.1503706,25,1,0
41,0.125971769,46.86149806,41,0.516129032,1
12,0.623609564,346.8593037,24,1,0
41,0.45074802,111.9654325,41,0.516129032,1
12,0.740591962,330.5106433,25,1,0
41,0.279828251,84.81467217,41,0.516129032,1
41,0.45074802,114.7167756,41,0.516129032,1
12,0.7617394,349.09429,24,1,0
41,0.45074802,108.2152488,41,0.516129032,1
13,0.734846923,353.4319162,26,1,0
13,0.330718914,344.6099099,26,1,0
41,0.45074802,111.2152388,41,0.516129032,1
42,0.443871022,109.4986756,42,0.515625,1
41,0.45074802,110.2151004,41,0.516129032,1
41,0.125971769,45.8537239,41,0.516129032,1
13,0.663324958,311.4843495,26,1,0
12,0.673002302,316.9836267,24,1,0
12,0.862006703,340.5805082,24,1,0
13,0.759934208,342.826989,26,1,0
41,0.45074802,111.2152388,41,0.516129032,1
12,0.505509808,295.528706,25,1,0
42,0.443871022,104.0849216,42,0.515625,1
41,0.279828251,87.45181667,41,0.516129032,1
42,0.443871022,109.0063385,42,0.515625,1
12,0.633768136,330.567748,25,1,0
41,0.279828251,75.02465776,41,0.516129032,1
41,0.279828251,73.89565195,41,0.516129032,1
11,0.543123097,328.2441821,22,1,0
41,0.279828251,80.67168112,41,0.516129032,1
12,0.595119036,288.4410204,24,1,0
41,0.45074802,96.72874739,41,0.516129032,1
41,0.45074802,105.7162725,41,0.516129032,1
13,0.572276157,340.0760908,26,1,0
41,0.478736196,110.378636,41,0.516129032,1
12,0.763257315,335.9189568,24,1,0
41,0.45074802,111.2152388,41,0.516129032,1
12,0.721687836,304.6028835,24,1,0
12,0.666666667,342.4063132,24,1,0
42,0.443871022,115.4092201,42,0.515625,1
41,0.279828251,85.94481477,41,0.516129032,1
12,0.493727975,329.3413809,25,1,0
42,0.443871022,116.8875286,42,0.515625,1
41,0.125971769,53.91591712,41,0.516129032,1
13,0.706664701,314.4595751,26,1,0
41,0.45074802,120.7228877,41,0.516129032,1
41,0.45074802,101.7200101,41,0.516129032,1
12,0.653140718,298.8630823,25,1,0
41,0.279828251,71.63808951,41,0.516129032,1
41,0.405798246,81.48507776,41,0.516129032,1
41,0.45074802,102.7188205,41,0.516129032,1
13,0.713705121,302.6737012,26,1,0
12,0.751729308,336.8532728,25,1,0
12,0.751729308,329.4116387,25,1,0
13,0.741619849,335.3222247,26,1,0
12,0.453518104,333.6610661,25,1,0
12,0.650261106,308.7764721,24,1,0
12,0.407682457,352.9210517,25,1,0
41,0.279828251,81.42484549,41,0.516129032,1
41,0.45074802,115.7175011,41,0.516129032,1
10,0.612372436,332.2158898,21,1,0
41,0.45074802,121.7242965,41,0.516129032,1
41,0.45074802,99.22377719,41,0.516129032,1
12,0.595458342,329.8140131,25,1,0
41,0.45074802,103.7178043,41,0.516129032,1
12,0.694258208,303.2937333,25,1,0
12,0.56859693,346.3233966,24,1,0
13,0.823103882,318.9958062,26,1,0
41,0.353369392,76.20605214,41,0.516129032,1
13,0.589491306,324.6101932,26,1,0
13,0.578251675,324.7511268,26,1,0
12,0.751729308,326.1139401,25,1,0
12,0.600925213,329.1705719,24,1,0
13,0.330718914,339.8989694,26,1,0
41,0.279828251,70.50954725,41,0.516129032,1
41,0.45074802,101.2206716,41,0.516129032,1
41,0.353369392,74.34758904,41,0.516129032,1
41,0.45074802,96.72874739,41,0.516129032,1
41,0.45074802,115.7175011,41,0.516129032,1
13,0.659071316,353.8041045,26,1,0
41,0.45074802,117.2188158,41,0.516129032,1
41,0.45074802,113.2159218,41,0.516129032,1
41,0.45074802,117.7193129,41,0.516129032,1
12,0.863222077,325.7786241,25,1,0
41,0.125971769,54.92369127,41,0.516129032,1
12,0.618840843,308.5161431,25,1,0
13,0.653834842,336.4934983,26,1,0
12,0.557621582,304.4272994,25,1,0
41,0.279828251,71.63808951,41,0.516129032,1
12,0.458122847,291.2195978,24,1,0
12,0.752189786,323.438226,25,1,0
41,0.176684696,53.98265417,41,0.516129032,1
12,0.521026049,349.8394883,25,1,0
41,0.45074802,108.7151573,41,0.516129032,1
41,0.279828251,71.63808951,41,0.516129032,1
13,0.663324958,328.2790124,26,1,0
41,0.125971769,51.1445382,41,0.516129032,1
41,0.372367625,78.23264353,41,0.516129032,1
42,0.443871022,104.0849216,42,0.515625,1
41,0.45074802,117.7193129,41,0.516129032,1
13,0.433012702,332.1993744,26,1,0
41,0.45074802,111.2152388,41,0.516129032,1
12,0.447903208,328.6017609,24,1,0
12,0.48032268,342.1963678,24,1,0
12,0.535037786,340.4715503,24,1,0
42,0.347985273,71.3742184,42,0.515625,1
12,0.611523686,288.5594138,25,1,0
12,0.546963413,337.8288836,25,1,0
12,0.590788008,315.1265014,25,1,0
41,0.279828251,78.78899362,41,0.516129032,1
12,0.480218094,282.3276765,25,1,0
42,0.443871022,111.4683558,42,0.515625,1
12,0.638666374,336.752049,25,1,0
12,0.68269062,298.4619112,25,1,0
12,0.223296878,264.7345767,25,1,0
41,0.279828251,77.28308572,41,0.516129032,1
12,0.595458342,310.5869889,25,1,0
41,0.125971769,47.36538513,41,0.516129032,1
41,0.279828251,81.0482571,41,0.516129032,1
40,0,0,40,0.5,1
12,0.666666667,346.890992,24,1,0
41,0.353369392,76.94986171,41,0.516129032,1
41,0.45074802,116.2179095,41,0.516129032,1
41,0.176684696,50.73516761,41,0.516129032,1
41,0.45074802,116.2179095,41,0.516129032,1
41,0.45074802,99.72293042,41,0.516129032,1
41,0.45074802,99.22377719,41,0.516129032,1
41,0.45074802,117.7193129,41,0.516129032,1
13,0.653834842,331.8259248,26,1,0
41,0.45074802,104.2173597,41,0.516129032,1
41,0.279828251,87.82859217,41,0.516129032,1
13,0.591607978,321.1666857,26,1,0
12,0.496903995,318.2049867,24,1,0
12,0.440347382,343.9077102,25,1,0
11,0.67390819,305.3884927,22,1,0
41,0.279828251,81.55037768,41,0.516129032,1
13,0.589491306,328.5312162,26,1,0
12,0.618840843,345.1599493,25,1,0
13,0.670354384,317.4830704,26,1,0
13,0.68510948,322.0408204,26,1,0
12,0.54645321,343.9902516,24,1,0
12,0.596039561,320.0512219,25,1,0
41,0.45074802,96.72874739,41,0.516129032,1
41,0.45074802,110.7151523,41,0.516129032,1
41,0.45074802,98.22561576,41,0.516129032,1
13,0.668954408,326.3940017,26,1,0
41,0.45074802,103.2182911,41,0.516129032,1
41,0.45074802,109.7150837,41,0.516129032,1
11,0.506873175,292.5030388,22,1,0
41,0.353369392,81.41736904,41,0.516129032,1
41,0.45074802,102.2193933,41,0.516129032,1
41,0.45074802,110.7151523,41,0.516129032,1
41,0.279828251,81.80144612,41,0.516129032,1
13,0.547151716,341.3759804,26,1,0
41,0.45074802,108.2152488,41,0.516129032,1
12,0.9385555,355.7358882,25,1,0
12,0.628539361,295.4523159,24,1,0
