SIPS,Stdevpack,Stdevbyte,NbFlow,NbIntFlow,Class
41,0.45074802,107.2155434,41,0.516129032,1
41,0.45074802,98.22561576,41,0.516129032,1
41,0.279828251,81.80144612,41,0.516129032,1
41,0.279828251,86.32154997,41,0.516129032,1
41,0.125971769,52.15231235,41,0.516129032,1
12,0.73543098,338.6347529,25,1,0
13,0.509901951,350.0022857,26,1,0
12,0.800363491,313.2760823,25,1,0
41,0.125971769,52.65619943,41,0.516129032,1
41,0.45074802,106.2159905,41,0.516129032,1
41,0.45074802,107.7153773,41,0.516129032,1
41,0.176684696,50.73516761,41,0.516129032,1
41,0.45074802,115.217123,41,0.516129032,1
13,0.536190265,355.7450272,26,1,0
41,0.45074802,100.7213783,41,0.516129032,1
12,0.738596433,312.272212,24,1,0
13,0.663324958,327.140718,26,1,0
13,0.4,344.2014672,26,1,0
42,0.124019593,55.06469916,42,0.515625,1
41,0.45074802,105.2165944,41,0.516129032,1
41,0.45074802,106.2159905,41,0.516129032,1
12,0.748035284,311.2624114,25,1,0
13,0.741619849,336.6920106,26,1,0
13,0.591079521,333.5804401,26,1,0
12,0.798197415,318.7737803,25,1,0
41,0.125971769,55.17563481,41,0.516129032,1
41,0.125971769,52.40425589,41,0.516129032,1
13,0.547151716,321.0345688,26,1,0
12,0.744787984,320.5595134,25,1,0
12,0.759202798,307.376728,24,1,0
13,0.614410286,338.2747395,26,1,0
41,0.45074802,119.2209755,41,0.516129032,1
41,0.45074802,108.0902774,41,0.516129032,1
41,0.353369392,85.1457418,41,0.516129032,1
12,0.595458342,326.8540594,25,1,0
41,0.45074802,102.7188205,41,0.516129032,1
41,0.45074802,121.7242965,41,0.516129032,1
41,0.45074802,114.2164593,41,0.516129032,1
41,0.45074802,110.2151004,41,0.516129032,1
41,0.45074802,100.222131,41,0.516129032,1
12,0.751028102,330.1536808,24,1,0
12,0.41573971,347.5573083,24,1,0
42,0.277664376,75.93206177,42,0.515873016,1
41,0.279828251,85.56808998,41,0.516129032,1
42,0.443871022,101.1339178,42,0.515625,1
41,0.125971769,55.93146542,41,0.516129032,1
12,0.584654588,332.5442744,24,1,0
41,0.45074802,116.7183479,41,0.516129032,1
41,0.45074802,110.2151004,41,0.516129032,1
13,0.4,343.199359,26,1,0
12,0.453518104,338.0897904,25,1,0
41,0.125971769,55.17563481,41,0.516129032,1
12,0.674013078,342.896086,25,1,0
13,0.653834842,341.2695333,26,1,0
41,0.45074802,111.2152388,41,0.516129032,1
12,0.722127512,350.4220329,25,1,0
12,0.75034618,335.7339708,25,1,0
41,0.45074802,99.22377719,41,0.516129032,1
41,0.45074802,99.72293042,41,0.516129032,1
41,0.125971769,53.1600865,41,0.516129032,1
41,0.279828251,86.69829544,41,0.516129032,1
12,0.7617394,317.4259647,24,1,0
41,0.45074802,109.2151025,41,0.516129032,1
41,0.45074802,109.2151025,41,0.516129032,1
41,0.45074802,104.0924669,41,0.516129032,1
13,0.489897949,318.7826366,26,1,0
42,0.533771589,97.86166396,42,0.515625,1
13,0.706664701,336.2696091,26,1,0
41,0.45074802,119.2209755,41,0.516129032,1
12,0.666666667,319.9383754,24,1,0
13,0.627992834,343.1025639,26,1,0
12,0.602970486,296.8541816,25,1,0
13,0.316227766,265.3444507,26,1,0
41,0.45074802,119.7215856,41,0.516129032,1
13,0.659071316,346.0215591,26,1,0
13,0.714142843,328.2847506,26,1,0
41,0.45074802,121.7242965,41,0.516129032,1
13,0.630476011,343.9792545,26,1,0
41,0.45074802,103.2182911,41,0.516129032,1
41,0.45074802,116.7183479,41,0.516129032,1
41,0.45074802,112.4656035,41,0.516129032,1
13,0.678232998,306.672317,26,1,0
41,0.45074802,98.22561576,41,0.516129032,1
12,0.566859453,333.9964762,25,1,0
41,0.125971769,45.60178037,41,0.516129032,1
41,0.45074802,118.2198388,41,0.516129032,1
13,0.737817728,348.6295805,26,1,0
41,0.45074802,107.7153773,41,0.516129032,1
12,0.611523686,338.8156219,25,1,0
13,0.446514277,336.785309,26,1,0
11,0.404344914,331.5217352,22,1,0
41,0.45074802,114.7167756,41,0.516129032,1
41,0.45074802,115.217123,41,0.516129032,1
12,0.775311572,325.6772115,25,1,0
41,0.279828251,80.67168112,41,0.516129032,1
41,0.45074802,109.2151025,41,0.516129032,1
12,0.673002302,318.70785,24,1,0
41,0.45074802,113.2159218,41,0.516129032,1
41,0.45074802,109.7150837,41,0.516129032,1
40,0,0,40,0.5,1
12,0.574745518,352.0260119,25,1,0
13,0.640312424,326.6282137,26,1,0
12,0.751028102,331.7584137,24,1,0
12,0.433012702,337.9021461,24,1,0
41,0.45074802,113.2159218,41,0.516129032,1
13,0.6,339.1020459,26,1,0
13,0.58683473,347.3359469,26,1,0
41,0.279828251,72.01430659,41,0.516129032,1
41,0.125971769,51.90036881,41,0.516129032,1
13,0.583095189,335.8213625,26,1,0
12,0.711986803,331.7457736,25,1,0
41,0.45074802,109.7150837,41,0.516129032,1
12,0.496903995,323.2624338,24,1,0
12,0.450453757,293.8870173,25,1,0
12,0.597779826,275.0229164,25,1,0
13,0.668954408,336.0824862,26,1,0
41,0.125971769,45.09789329,41,0.516129032,1
41,0.279828251,80.67168112,41,0.516129032,1
12,0.751729308,335.4062252,25,1,0
12,0.713083203,300.4774326,24,1,0
41,0.45074802,108.7151573,41,0.516129032,1
41,0.279828251,88.95897668,41,0.516129032,1
41,0.279828251,88.95897668,41,0.516129032,1
13,0.589491306,321.4621663,26,1,0
13,0.572276157,287.156904,26,1,0
41,0.45074802,109.7150837,41,0.516129032,1
41,0.125971769,47.36538513,41,0.516129032,1
41,0.45074802,114.2164593,41,0.516129032,1
41,0.553110587,110.3112803,41,0.516129032,1
41,0.45074802,119.2209755,41,0.516129032,1
41,0.45074802,106.2159905,41,0.516129032,1
41,0.45074802,108.2152488,41,0.516129032,1
12,0.840870806,327.7801153,25,1,0
12,0.618840843,338.2092158,25,1,0
13,0.569539287,289.9155901,26,1,0
41,0.125971769,47.36538513,41,0.516129032,1
12,0.521026049,347.3855578,25,1,0
12,0.74948542,305.9245499,24,1,0
41,0.45074802,117.7193129,41,0.516129032,1
11,0.775935645,338.6397084,22,1,0
42,0.443871022,118.8589919,42,0.515625,1
12,0.715866869,325.4927832,25,1,0
41,0.45074802,120.7228877,41,0.516129032,1
13,0.739932429,333.8137346,26,1,0
12,0.636494033,337.650983,25,1,0
11,0.424182503,345.7777065,22,1,0
12,0.744787984,347.8444466,25,1,0
12,0.731654672,294.9774394,25,1,0
12,0.640095479,343.544429,24,1,0
41,0.45074802,121.7242965,41,0.516129032,1
11,0.691020007,349.2247482,22,1,0
41,0.45074802,98.72467206,41,0.516129032,1
41,0.45074802,113.7161746,41,0.516129032,1
11,0.848365006,335.4354088,22,1,0
41,0.45074802,118.2198388,41,0.516129032,1
41,0.125971769,51.1445382,41,0.516129032,1
41,0.45074802,107.2155434,41,0.516129032,1
40,0,0,40,0.5,1
13,0.583095189,335.42166,26,1,0
12,0.678620893,328.6869116,25,1,0
42,0.443871022,97.69303307,42,0.515625,1
12,0.674013078,343.8267265,25,1,0
12,0.763762616,329.384424,24,1,0
13,0.737817728,329.7518916,26,1,0
13,0.614410286,343.1066307,26,1,0
42,0.124019593,56.0568559,42,0.515625,1
41,0.125971769,53.41203004,41,0.516129032,1
13,0.734846923,339.7636449,26,1,0
41,0.45074802,98.22561576,41,0.516129032,1
42,0.443871022,105.0689088,42,0.515625,1
12,0.666666667,307.0141286,24,1,0
13,0.651440711,304.3951215,26,1,0
41,0.125971769,55.67952188,41,0.516129032,1
13,0.829156198,314.0395317,26,1,0
11,0.696009386,341.7868083,22,1,0
41,0.279828251,89.33579045,41,0.516129032,1
41,0.45074802,110.2151004,41,0.516129032,1
41,0.45074802,116.2179095,41,0.516129032,1
12,0.715866869,332.9559721,25,1,0
12,0.440347382,335.4034419,25,1,0
40,0,0,40,0.5,1
12,0.638666374,325.9769718,25,1,0
13,0.619979838,315.0395997,26,1,0
42,0.443871022,107.5295336,42,0.515625,1
12,0.744787984,353.8255954,25,1,0
41,0.125971769,53.91591712,41,0.516129032,1
41,0.45074802,116.7183479,41,0.516129032,1
41,0.279828251,87.82859217,41,0.516129032,1
40,0,0,40,0.5,1
41,0.45074802,107.2155434,41,0.516129032,1
41,0.279828251,77.65954173,41,0.516129032,1
13,0.433012702,346.7974544,26,1,0
41,0.45074802,118.2198388,41,0.516129032,1
13,0.663324958,326.3108028,26,1,0
41,0.45074802,105.7162725,41,0.516129032,1
13,0.651440711,278.2568912,26,1,0
13,0.5,325.9664668,26,1,0
41,0.279828251,78.41249589,41,0.516129032,1
12,0.665742665,345.7849275,25,1,0
12,0.407682457,344.391619,25,1,0
41,0.45074802,121.7242965,41,0.516129032,1
40,0,0,40,0.5,1
12,0.748035284,338.2662984,25,1,0
41,0.125971769,49.38093343,41,0.516129032,1
12,0.58430535,282.9078724,25,1,0
13,0.668954408,293.0298406,26,1,0
13,0.631961233,323.9449789,26,1,0
13,0.578251675,337.4446612,26,1,0
13,0.6,304.4388188,26,1,0
13,0.45757513,345.7293161,26,1,0
41,0.45074802,109.2151025,41,0.516129032,1
41,0.125971769,56.4353525,41,0.516129032,1
13,0.726291952,322.8068889,26,1,0
41,0.279828251,84.81467217,41,0.516129032,1
13,0.739932429,334.4468558,26,1,0
13,0.703118056,330.1610961,26,1,0
41,0.353369392,75.8342365,41,0.516129032,1
41,0.125971769,56.68729603,41,0.516129032,1
13,0.640312424,313.5405785,26,1,0
12,0.714414314,325.9436088,25,1,0
41,0.45074802,121.7242965,41,0.516129032,1
41,0.279828251,81.80144612,41,0.516129032,1
41,0.279828251,85.19137573,41,0.516129032,1
12,0.590563656,333.2880097,24,1,0
12,0.574745518,328.4382629,25,1,0
13,0.852936105,332.2941007,26,1,0
41,0.45074802,104.7169566,41,0.516129032,1
42,0.443871022,100.6422297,42,0.515625,1
12,0.866824689,326.410538,25,1,0
12,0.387655786,351.1208576,25,1,0
41,0.563593716,99.56540841,41,0.516129032,1
12,0.751729308,334.8024969,25,1,0
13,0.578251675,341.7499442,26,1,0
13,0.81240384,327.0304993,26,1,0
13,0.572276157,335.872661,26,1,0
12,0.54645321,344.029054,24,1,0
41,0.45074802,107.2155434,41,0.516129032,1
13,0.417582327,341.037223,26,1,0
41,0.279828251,82.93131977,41,0.516129032,1
12,0.547596106,318.872251,25,1,0
12,0.488794095,325.2077154,25,1,0
13,0.830662386,316.6429219,26,1,0
12,0.590788008,337.1338498,25,1,0
13,0.737817728,302.5935713,26,1,0
13,0.357071421,358.6928909,26,1,0
41,0.45074802,103.7178043,41,0.516129032,1
41,0.45074802,115.7175011,41,0.516129032,1
12,0.678110459,332.6501921,25,1,0
13,0.497493719,321.3636725,26,1,0
41,0.45074802,115.217123,41,0.516129032,1
13,0.473682383,261.7994652,26,1,0
13,0.741619849,320.7778817,26,1,0
41,0.45074802,97.22765266,41,0.516129032,1
12,0.593127772,317.7907213,25,1,0
13,0.591079521,321.5993587,26,1,0
41,0.541945084,103.3276564,41,0.516129032,1
13,0.619979838,311.7674454,26,1,0
41,0.45074802,97.72660904,41,0.516129032,1
13,0.440879802,350.7366453,26,1,0
41,0.372367625,86.40521143,41,0.516129032,1
41,0.353369392,71.74847129,41,0.516129032,1
41,0.45074802,104.2173597,41,0.516129032,1
41,0.279828251,84.43797944,41,0.516129032,1
11,0.588235294,331.8663747,22,1,0
41,0.45074802,99.72293042,41,0.516129032,1
40,0,0,40,0.5,1
12,0.595458342,325.5232566,25,1,0
12,0.487498022,314.2633693,24,1,0
41,0.45074802,102.7188205,41,0.516129032,1
12,0.678110459,323.0299732,25,1,0
41,0.45074802,120.7228877,41,0.516129032,1
41,0.125971769,55.42757835,41,0.516129032,1
12,0.763257315,333.5351426,24,1,0
12,0.704162535,346.0532489,25,1,0
12,0.590788008,331.3040224,25,1,0
41,0.45074802,117.0936961,41,0.516129032,1
41,0.45074802,118.7203931,41,0.516129032,1
40,0,0,40,0.5,1
41,0.279828251,82.93131977,41,0.516129032,1
12,0.602970486,307.993521,25,1,0
13,0.741198354,336.4766996,26,1,0
41,0.45074802,98.22561576,41,0.516129032,1
12,0.598351645,327.7909355,24,1,0
41,0.45074802,106.2159905,41,0.516129032,1
41,0.45074802,103.7178043,41,0.516129032,1
13,0.494342998,345.9015313,26,1,0
12,0.729284551,312.634658,25,1,0
11,0.603478957,335.7825699,22,1,0
13,0.272717803,360.494479,26,1,0
41,0.279828251,82.55468342,41,0.516129032,1
41,0.45074802,118.7203931,41,0.516129032,1
13,0.668954408,324.5586195,26,1,0
41,0.45074802,112.7157014,41,0.516129032,1
12,0.764517845,324.73253,25,1,0
12,0.665742665,337.3665572,25,1,0
12,0.602970486,343.8122152,25,1,0
41,0.353369392,75.46248146,41,0.516129032,1
41,0.279828251,73.89565195,41,0.516129032,1
13,0.607762289,338.8573732,26,1,0
41,0.45074802,104.7169566,41,0.516129032,1
12,0.674013078,317.3849051,25,1,0
41,0.45074802,119.2209755,41,0.516129032,1
12,0.590563656,337.7464532,24,1,0
12,0.751729308,329.2102024,25,1,0
41,0.45074802,106.7157476,41,0.516129032,1
41,0.125971769,52.15231235,41,0.516129032,1
41,0.279828251,77.65954173,41,0.516129032,1
13,0.547151716,354.4012336,26,1,0
12,0.751729308,337.5327018,25,1,0
12,0.561951487,288.7852963,25,1,0
41,0.45074802,98.72467206,41,0.516129032,1
12,0.460642332,289.4918107,24,1,0
41,0.45074802,102.7188205,41,0.516129032,1
41,0.45074802,110.7151523,41,0.516129032,1
41,0.45074802,104.7169566,41,0.516129032,1
13,0.787003812,320.8743046,26,1,0
41,0.45074802,116.2179095,41,0.516129032,1
41,0.279828251,86.32154997,41,0.516129032,1
41,0.45074802,119.2209755,41,0.516129032,1
41,0.45074802,108.7151573,41,0.516129032,1
41,0.279828251,84.81467217,41,0.516129032,1
13,0.720676765,317.699701,26,1,0
41,0.279828251,78.78899362,41,0.516129032,1
13,0.572276157,331.5064253,26,1,0
12,0.464829519,345.391605,25,1,0
41,0.45074802,121.7242965,41,0.516129032,1
41,0.45074802,113.7161746,41,0.516129032,1
41,0.279828251,78.41249589,41,0.516129032,1
12,0.874889764,290.3517981,24,1,0
41,0.45074802,102.8436841,41,0.516129032,1
12,0.678110459,335.542981,25,1,0
41,0.45074802,104.2173597,41,0.516129032,1
12,0.61378441,345.4158079,25,1,0
42,0.347985273,86.77269015,42,0.515625,1
41,0.45074802,100.222131,41,0.516129032,1
12,0.766327357,305.5029378,25,1,0
42,0.443871022,110.4834502,42,0.515625,1
12,0.447903208,332.4376984,24,1,0
11,0.691020007,326.5959444,22,1,0
12,0.58133479,327.341716,25,1,0
12,0.748035284,318.6945498,25,1,0
12,0.577350269,323.4936124,24,1,0
12,0.676064873,312.6180852,25,1,0
13,0.357071421,342.4838965,26,1,0
41,0.45074802,97.22765266,41,0.516129032,1
41,0.279828251,82.17805882,41,0.516129032,1
41,0.125971769,54.41980419,41,0.516129032,1
41,0.279828251,86.69829544,41,0.516129032,1
41,0.45074802,97.10292152,41,0.516129032,1
41,0.45074802,100.7213783,41,0.516129032,1
41,0.553110587,109.3245367,41,0.516129032,1
41,0.353369392,80.29978301,41,0.516129032,1
13,0.316227766,269.4633138,26,1,0
40,0,0,40,0.5,1
13,0.774193128,305.5611631,26,1,0
12,0.58133479,327.9836884,25,1,0
12,0.598351645,339.0899165,24,1,0
12,0.669890635,293.0918013,25,1,0
