Window,Renyi Entropy
1,2.749911517
2,3.724113299
3,2.502993543
4,2.310572289
5,2.353998197
6,2.359019183
7,2.41465951
8,2.774604285
9,2.158048522
10,2.320322781
11,1.748235991
12,2.487865608
