Window,Renyi Entropy
100,2.41905639110449
200,2.674757104403204
300,3.2086330025279066
400,3.373888634670492
500,2.2589417378144354
600,2.095474539194415
700,2.059638510140243
800,2.0865978472532922
900,2.3535512554788505
1000,2.154251373803922
1100,1.9303174809028858
1200,2.1389761049020577
1300,2.1661473769817836
1400,2.3717056558157945
1500,2.21304220557764
1600,2.760357304334792
1700,2.0944285822798054
1800,1.9613645065926486
1900,2.3738156315710133
2000,1.9047659152834489
2100,2.356903869588913
2200,0.7950402793845223
2300,1.7854452122545776
2400,2.5029274351066566
2500,3.0171081675382
