Training Round,Loss Value,Accuracy,Validation Loss,Validation Accuracy
1,0.018566640093922615,0.9979850649833679,0.006086018402129412,0.998645544052124
2,0.00650023901835084,0.9985635876655579,0.005931715480983257,0.998645544052124
3,0.00585947185754776,0.9985650777816772,0.006386556196957827,0.9986334443092346
4,0.005764826200902462,0.9985013008117676,0.005837467033416033,0.998645544052124
5,0.005604668520390987,0.998580276966095,0.005576834548264742,0.9985727071762085
6,0.0054427278228104115,0.9985711574554443,0.005602323915809393,0.9986334443092346
7,0.0052435933612287045,0.9986592531204224,0.005319435615092516,0.998645544052124
8,0.005262105260044336,0.998590886592865,0.00522074056789279,0.9986516237258911
9,0.005236133933067322,0.9985848069190979,0.005450170021504164,0.9986516237258911
10,0.005144123919308186,0.9986273646354675,0.005198989994823933,0.9986516237258911
11,0.00508875073865056,0.9986713528633118,0.005096632055938244,0.9986941814422607
12,0.005072100553661585,0.9986729025840759,0.005330153275281191,0.9986820220947266
13,0.004961938131600618,0.998733639717102,0.005506337154656649,0.9986759424209595
14,0.005064917728304863,0.9986911416053772,0.005278384312987328,0.9987002611160278
15,0.0048831189051270485,0.9987746477127075,0.004829500336199999,0.9990221261978149
16,0.004922907799482346,0.9987184405326843,0.0052069067023694515,0.9986881017684937
17,0.0048978193663060665,0.9988095760345459,0.00498182000592351,0.9986820220947266
18,0.004872841760516167,0.9987442493438721,0.005417229607701302,0.9986212849617004
19,0.004904603585600853,0.998727560043335,0.005214686971157789,0.9987974166870117
20,0.004809293430298567,0.9987351298332214,0.00647836783900857,0.9976312518119812
21,0.004873331636190414,0.9986774325370789,0.00524377403780818,0.9986212849617004
22,0.004798832815140486,0.9987882971763611,0.005350290331989527,0.9986820220947266
23,0.004641609266400337,0.9988945722579956,0.004520494025200605,0.9990160465240479
24,0.004626659210771322,0.9989067316055298,0.005155867896974087,0.9986273646354675
25,0.004770136438310146,0.9988338351249695,0.00488240597769618,0.9988581538200378
26,0.004795470740646124,0.9988475441932678,0.005208611488342285,0.9986820220947266
27,0.004790338221937418,0.9987624883651733,0.0047589619643986225,0.9986759424209595
28,0.0046585178934037685,0.998836874961853,0.004483974073082209,0.9990707039833069
29,0.004664729814976454,0.9988232254981995,0.004451436921954155,0.9990342855453491
30,0.004680938553065062,0.9988141059875488,0.00491072004660964,0.9987913370132446
31,0.0046903220936656,0.9987958669662476,0.005349494516849518,0.9983418583869934
32,0.004869131837040186,0.9986653327941895,0.004765118006616831,0.9989917874336243
33,0.004678616300225258,0.9988414645195007,0.0050454349257051945,0.9987062811851501
34,0.004824332892894745,0.9986713528633118,0.0051522222347557545,0.9986820220947266
35,0.004790219943970442,0.9987154006958008,0.0047519695945084095,0.998924970626831
36,0.004591069649904966,0.9988065361976624,0.004704605787992477,0.9989978671073914
37,0.004552637226879597,0.9989401698112488,0.005078684538602829,0.9988277554512024
38,0.0045630973763763905,0.9989203810691833,0.004542226903140545,0.9990099668502808
39,0.004863941576331854,0.9987108707427979,0.004804977215826511,0.9987002611160278
40,0.004725682083517313,0.998815655708313,0.0047523933462798595,0.9988095760345459
41,0.0044793919660151005,0.9989401698112488,0.00484128575772047,0.9987730979919434
42,0.004416573327034712,0.9989720582962036,0.005031597800552845,0.9987974166870117
43,0.004467095714062452,0.9989052414894104,0.005060377065092325,0.9988642334938049
44,0.004692225717008114,0.9988445043563843,0.005145098548382521,0.9989432096481323
45,0.004589152056723833,0.9989203810691833,0.004669277463108301,0.9989978671073914
46,0.0045333728194236755,0.9989036917686462,0.005018912721425295,0.9986334443092346
47,0.004702571779489517,0.9988384246826172,0.00502138864248991,0.9987974166870117
48,0.004796313121914864,0.9987503290176392,0.00503770774230361,0.9986395239830017
49,0.004887894727289677,0.9986106157302856,0.005117333494126797,0.9986820220947266
50,0.004932627081871033,0.9986060857772827,0.00650448864325881,0.9981900453567505
