Window,Renyi Entropy
100,1.503436699522496
200,1.6913947981122275
300,2.0307322854083933
400,1.9917152065449153
500,1.2123708716624622
600,1.017705352245082
700,0.9877351931773611
800,1.048238982826812
900,1.3528486129294048
1000,0.9294458149759344
1100,0.845792354568881
1200,1.001586353728082
1300,1.001592457686391
1400,1.2798783981943194
1500,1.0793674237567594
1600,1.2102968501632636
1700,0.8188506595672722
1800,0.9010730142027695
1900,0.9010735264343886
2000,0.8457912584108669
2100,1.3142909744498505
2200,0.4399191705718257
2300,0.8731933087384987
2400,1.3040520523035237
2500,1.8972589414804035
